Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,market_value,contract_date
Adam Armstrong,eng ENG,FW,27-189,"Saturday August 17, 2024",0,5,0.7,0.7,0.1,0.1,2,25,25,25,2,2,0,0,4,1,0.1,0.1,0.1,3,23,2,0,1,20,20,20,0,0,0,20,6,,0,1,1,2,27,4,0,1,0,,,
Joe Aribo,ng NGA,CM,28-027,"Saturday August 17, 2024",0,1,0.1,0.1,0.6,0.6,2,40,40,40,4,4,1,1,12,1,0.6,0.6,0.4,2,39,0,0,2,33,33,33,1,2,0,23,3,100.0,0,2,0,1,31,5,0,2,1,100.0,,
Tyler Dibling,eng ENG,CM,18-158,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,2,15,15,15,1,1,0,0,4,0,0.0,0.0,0.0,2,13,2,0,1,14,14,14,0,0,0,10,0,,0,1,1,1,14,3,0,1,0,,,
Flynn Downes,eng ENG,"CM,CB",25-210,"Saturday August 17, 2024",0,1,0.1,0.1,0.1,0.1,5,90,90,90,8,8,0,0,21,5,0.1,0.1,0.1,9,86,4,0,1,83,83,83,0,2,0,27,2,,0,0,1,2,78,0,5,1,1,100.0,,
William Smallbone,ie IRL,CM,24-178,"Saturday August 17, 2024",0,4,0.3,0.3,0.0,0.0,6,63,63,63,5,5,1,1,17,0,0.0,0.0,0.3,2,47,15,0,12,45,45,45,1,0,0,44,9,100.0,0,2,2,0,46,8,3,12,0,0.0,,
Kyle WalkerPeters,eng ENG,WB,27-126,"Saturday August 17, 2024",0,2,0.1,0.1,0.0,0.0,2,75,75,75,11,11,2,2,21,4,0.0,0.0,0.1,7,68,7,1,4,65,65,65,0,0,0,26,2,50.0,2,0,0,0,68,7,2,4,0,0.0,€15.00m,30.06.2028
Carlos Alcaraz,ar ARG,CM,21-261,"Saturday August 17, 2024",0,1,0.1,0.1,0.1,0.1,1,13,13,13,6,6,0,0,4,2,0.1,0.1,0.0,4,11,2,0,1,13,13,13,0,0,0,9,2,0.0,2,1,0,0,12,1,1,1,1,100.0,€6.00m,30.06.2027
Carlos Alcaraz,ar ARG,CM,21-261,"Saturday August 17, 2024",0,1,0.1,0.1,0.1,0.1,1,13,13,13,6,6,0,0,4,2,0.1,0.1,0.0,4,11,2,0,1,13,13,13,0,0,0,9,2,0.0,2,1,0,0,12,1,1,1,1,100.0,€14.00m,30.06.2027
Yukinari Sugawara,jp JPN,WB,24-050,"Saturday August 17, 2024",0,0,0.0,0.0,0.2,0.2,1,35,35,35,1,1,1,1,8,2,0.2,0.2,0.2,0,29,6,0,3,22,22,22,0,1,0,14,1,50.0,0,1,0,0,27,3,0,3,1,100.0,,
Samuel Edozie,eng ENG,WB,21-202,"Saturday August 17, 2024",0,0,0.0,0.0,0.1,0.1,4,23,23,23,4,4,1,1,6,0,0.1,0.1,0.2,0,23,0,0,1,20,20,20,0,0,0,29,7,33.3,2,1,2,0,28,18,2,1,0,,,
Jack Stephens,eng ENG,CB,30-203,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,3,91,91,91,11,11,0,0,48,0,0.0,0.0,0.0,10,89,2,0,0,85,85,85,0,2,0,22,2,,0,3,1,0,77,0,1,0,0,0.0,,
Jan Bednarek,pl POL,CB,28-127,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,2,82,82,82,6,6,0,0,36,11,0.0,0.0,0.0,8,81,1,0,0,77,77,77,0,3,0,5,1,,0,2,0,0,66,1,0,0,2,66.7,,
Samuel AmoAmeyaw,eng ENG,WB,18-030,"Saturday August 17, 2024",0,1,0.0,0.0,0.1,0.1,2,5,5,5,0,0,0,0,1,0,0.1,0.1,0.1,0,4,1,0,1,5,5,5,0,0,0,6,1,,0,0,0,2,6,2,0,1,0,,€4.00m,30.06.2029
Taylor HarwoodBellis,eng ENG,CB,22-200,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,1,93,93,93,3,3,0,0,35,5,0.0,0.0,0.0,10,89,4,0,1,82,82,82,0,2,0,12,3,,0,2,1,0,76,1,2,1,0,0.0,,
Alex McCarthy,eng ENG,GK,34-258,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,22,22,22,0,0,0,0,9,4,0.0,0.0,0.0,0,18,4,0,0,18,18,18,0,0,1,0,0,,0,0,0,0,14,0,0,0,0,,€300k,30.06.2028
Dominic CalvertLewin,eng ENG,FW,27-154,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,1,14,14,14,4,4,0,0,2,2,0.0,0.0,0.0,2,14,0,0,0,12,12,12,0,0,0,10,3,,0,0,3,0,15,4,0,0,3,42.9,€16.00m,30.06.2028
Beto,gw GNB,FW,26-199,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,3,1,0,0,1,1,1,0,0,0,1,0,0.0,1,0,1,0,6,0,0,0,1,100.0,€22.00m,30.06.2027
Dwight McNeil,eng ENG,"LW,RB,RW",24-269,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,1,32,32,32,1,1,0,0,9,3,0.0,0.0,0.2,0,28,4,0,5,24,24,24,0,1,0,11,0,,0,0,0,1,23,5,1,5,0,,€25.00m,30.06.2027
Jack Harrison,eng ENG,RW,27-271,"Saturday August 17, 2024",0,3,0.1,0.1,0.1,0.1,2,26,26,26,2,2,3,3,3,0,0.1,0.1,0.3,2,24,1,0,4,17,17,17,1,1,0,22,6,60.0,2,0,3,1,28,9,0,4,0,0.0,€14.00m,30.06.2028
Mason Holgate,jm JAM,"RW,RB",27-300,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,1,1,0.0,0.0,0.0,0,0,2,0,0,2,2,2,0,0,0,1,0,,0,0,1,0,1,0,0,0,0,0.0,,
Abdoulaye Doucoure,ml MLI,AM,31-229,"Saturday August 17, 2024",0,1,0.1,0.1,0.0,0.0,1,19,19,19,0,0,1,1,5,0,0.0,0.0,0.0,0,17,2,0,2,12,12,12,0,0,0,7,1,100.0,0,0,0,1,16,4,0,2,3,75.0,,
Iliman Ndiaye,sn SEN,"LW,AM",24-164,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,2,0,0.0,0.0,0.0,0,4,0,0,0,3,3,3,0,0,0,2,1,0.0,1,0,1,0,4,0,1,0,0,,€22.00m,30.06.2029
Idrissa Gana Gueye,sn SEN,DM,34-326,"Saturday August 17, 2024",0,1,0.0,0.0,0.0,0.0,1,35,35,35,4,4,0,0,17,2,0.0,0.0,0.0,3,33,2,0,0,29,29,29,0,0,0,8,1,0.0,2,0,0,2,27,1,1,0,2,100.0,€4.00m,30.06.2029
Idrissa Gana Gueye,sn SEN,DM,34-326,"Saturday August 17, 2024",0,1,0.0,0.0,0.0,0.0,1,35,35,35,4,4,0,0,17,2,0.0,0.0,0.0,3,33,2,0,0,29,29,29,0,0,0,8,1,0.0,2,0,0,2,27,1,1,0,2,100.0,€1.50m,30.06.2026
Tim Iroegbunam,eng ENG,DM,21-048,"Saturday August 17, 2024",0,2,0.1,0.1,0.0,0.0,3,29,29,29,3,3,1,1,5,3,0.0,0.0,0.0,3,28,0,0,0,17,17,17,1,1,1,15,3,50.0,1,2,1,5,18,1,2,0,1,50.0,€9.00m,30.06.2027
Vitaliy Mykolenko,ua UKR,LB,25-080,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,1,42,42,42,2,2,0,0,15,1,0.0,0.0,0.0,2,30,11,0,3,33,33,33,1,2,0,11,1,0.0,3,1,1,0,24,2,0,3,1,50.0,€28.00m,30.06.2026
Michael Keane,eng ENG,CB,31-219,"Saturday August 17, 2024",0,1,0.0,0.0,0.0,0.0,2,53,53,53,3,3,0,0,16,15,0.0,0.0,0.0,6,51,0,0,0,44,44,44,2,2,0,2,1,,0,0,0,0,41,0,0,0,5,100.0,€5.00m,30.06.2026
James Tarkowski,eng ENG,CB,31-272,"Saturday August 17, 2024",0,1,0.0,0.0,0.0,0.0,1,54,54,54,3,3,0,0,25,8,0.0,0.0,0.0,4,51,2,0,0,45,45,45,1,2,0,3,1,0.0,1,2,1,0,43,0,2,0,1,33.3,€9.00m,30.06.2026
Ashley Young,eng ENG,RB,39-039,"Saturday August 17, 2024",0,0,0.0,0.0,0.1,0.1,2,38,38,38,7,7,0,0,10,4,0.1,0.1,0.2,4,25,12,0,3,26,26,26,1,0,0,12,0,,0,1,1,0,15,1,1,3,0,0.0,,
Jordan Pickford,eng ENG,GK,30-163,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,47,47,47,0,0,0,0,10,20,0.0,0.0,0.0,6,39,8,0,0,33,33,33,0,2,0,0,0,,0,0,0,0,30,0,0,0,1,100.0,€18.00m,30.06.2027
Danny Welbeck,eng ENG,FW,33-265,"Saturday August 17, 2024",1,2,0.2,0.2,0.1,0.1,3,18,18,18,4,4,1,1,3,1,0.1,0.1,0.0,3,18,0,0,0,16,16,16,0,0,0,9,3,100.0,0,1,0,2,19,0,1,0,0,0.0,€5.00m,30.06.2026
Kaoru Mitoma,jp JPN,LW,27-089,"Saturday August 17, 2024",1,4,1.0,1.0,0.0,0.0,2,29,29,29,3,3,4,4,4,0,0.0,0.0,0.0,1,29,0,0,1,24,24,24,0,1,0,24,7,40.0,6,2,3,0,38,8,2,1,0,,€40.00m,30.06.2027
Yasin Ayari,se SWE,LW,20-316,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,0,0,0,0,0,0.0,1,0,0,1,4,2,0,0,0,,€22.00m,30.06.2027
Yankuba Minteh,gm GAM,RW,20-026,"Saturday August 17, 2024",0,0,0.0,0.0,1.0,1.0,4,13,13,13,2,2,1,1,2,0,1.0,1.0,0.7,1,13,0,0,0,9,9,9,0,1,0,9,3,100.0,0,2,0,1,9,5,1,0,1,33.3,€30.00m,30.06.2029
Simon Adingra,ci CIV,RW,22-229,"Saturday August 17, 2024",1,2,0.2,0.2,0.0,0.0,1,21,21,21,0,0,0,0,2,1,0.0,0.0,0.0,0,20,0,0,1,13,13,13,1,0,0,15,4,0.0,1,2,2,2,22,7,0,1,0,,€28.00m,30.06.2030
Joao Pedro,br BRA,AM,22-326,"Saturday August 17, 2024",0,1,0.0,0.0,0.1,0.1,1,16,16,16,2,2,0,0,5,0,0.1,0.1,0.0,0,16,0,0,0,9,9,9,0,0,0,9,3,0.0,1,3,4,1,22,1,0,0,2,100.0,€50.00m,30.06.2033
Jeremy Sarmiento,ec ECU,AM,22-062,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,0,0,2,0,0.0,0.0,0.0,0,6,0,0,0,6,6,6,0,0,0,2,0,,0,0,1,0,7,2,0,0,0,,€7.00m,30.06.2027
Mats Wieffer,nl NED,DM,24-275,"Saturday August 17, 2024",0,0,0.0,0.0,0.1,0.1,2,72,72,72,3,3,0,0,27,3,0.1,0.1,0.0,1,72,0,0,0,63,63,63,0,2,0,14,0,0.0,2,2,0,4,59,0,2,0,0,0.0,€25.00m,30.06.2029
James Milner,eng ENG,DM,38-226,"Saturday August 17, 2024",0,0,0.0,0.0,0.2,0.2,5,40,40,40,4,4,0,0,12,3,0.2,0.2,0.1,1,31,9,0,7,30,30,30,0,0,1,18,2,,0,0,0,0,27,4,1,7,0,0.0,€1.00m,30.06.2026
Billy Gilmour,sct SCO,DM,23-067,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,12,12,12,1,1,0,0,1,0,0.0,0.0,0.0,1,12,0,1,0,10,10,10,0,0,0,2,0,,0,0,0,0,11,1,0,0,0,,€20.00m,30.06.2029
Jack Hinshelwood,eng ENG,LB,19-128,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,1,72,72,72,6,6,0,0,11,9,0.0,0.0,0.0,4,58,14,0,3,60,60,60,0,3,0,14,1,,0,1,3,0,49,5,0,3,1,100.0,€24.00m,30.06.2028
Lewis Dunk,eng ENG,CB,32-270,"Saturday August 17, 2024",0,1,0.1,0.1,0.0,0.0,0,70,70,70,2,2,0,0,28,3,0.0,0.0,0.0,0,56,14,0,0,60,60,60,0,3,0,3,2,,0,0,0,0,46,0,0,0,4,50.0,€6.00m,30.06.2026
Adam Webster,eng ENG,CB,29-226,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,33,33,33,5,5,0,0,18,4,0.0,0.0,0.0,5,33,0,0,1,30,30,30,0,1,0,2,1,,0,0,0,0,29,1,0,1,1,50.0,€11.00m,30.06.2026
Jan Paul van Hecke,nl NED,CB,24-070,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,87,87,87,4,4,0,0,39,4,0.0,0.0,0.0,1,85,2,0,0,81,81,81,0,3,0,0,0,0.0,1,0,0,0,75,0,1,0,2,40.0,€32.00m,30.06.2027
Joel Veltman,nl NED,RB,32-215,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,52,52,52,2,2,0,0,10,4,0.0,0.0,0.0,2,48,4,0,1,42,42,42,0,4,0,4,0,,0,1,2,0,41,2,0,1,1,50.0,€4.00m,30.06.2026
Jason Steele,eng ENG,GK,33-365,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,62,62,62,0,0,0,0,41,3,0.0,0.0,0.0,0,58,4,0,0,56,56,56,0,0,0,0,0,,0,0,0,0,46,0,0,0,1,50.0,€1.50m,30.06.2026
Jason Steele,eng ENG,GK,33-365,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,62,62,62,0,0,0,0,41,3,0.0,0.0,0.0,0,58,4,0,0,56,56,56,0,0,0,0,0,,0,0,0,0,46,0,0,0,1,50.0,€2.00m,30.06.2028
Chris Wood,nz NZL,FW,32-254,"Saturday August 17, 2024",1,1,0.7,0.7,0.0,0.0,0,26,26,26,1,1,0,0,4,1,0.0,0.0,0.0,0,26,0,0,0,16,16,16,0,0,0,11,3,,0,1,3,0,25,2,1,0,7,63.6,€10.00m,30.06.2027
Taiwo Awoniyi,ng NGA,FW,27-005,"Saturday August 17, 2024",0,1,0.1,0.1,0.0,0.0,1,5,5,5,1,1,1,1,1,0,0.0,0.0,0.0,0,5,0,0,0,4,4,4,0,0,0,6,2,100.0,0,0,0,0,6,1,1,0,0,0.0,€16.00m,30.06.2027
Callum HudsonOdoi,eng ENG,LW,23-284,"Saturday August 17, 2024",0,2,0.1,0.1,0.1,0.1,5,39,39,39,1,1,0,0,9,2,0.1,0.1,0.2,0,38,1,0,3,33,33,33,0,1,0,33,3,0.0,2,5,0,1,35,8,1,3,0,,€25.00m,30.06.2026
Elliot Anderson,eng ENG,LW,21-285,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,13,13,13,0,0,0,0,1,0,0.0,0.0,0.0,0,12,1,0,1,6,6,6,0,3,0,12,4,0.0,1,0,2,0,12,3,0,1,4,80.0,€32.00m,30.06.2029
Anthony Elanga,se SWE,RW,22-112,"Saturday August 17, 2024",0,1,0.0,0.0,0.1,0.1,5,31,31,31,3,3,2,2,5,0,0.1,0.1,0.2,0,29,2,0,1,26,26,26,0,0,0,13,1,50.0,0,0,0,4,26,1,0,1,1,100.0,€1.00m,-
Anthony Elanga,se SWE,RW,22-112,"Saturday August 17, 2024",0,1,0.0,0.0,0.1,0.1,5,31,31,31,3,3,2,2,5,0,0.1,0.1,0.2,0,29,2,0,1,26,26,26,0,0,0,13,1,50.0,0,0,0,4,26,1,0,1,1,100.0,€42.00m,-
Nicolas Dominguez,ar ARG,RW,26-050,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,2,29,29,29,3,3,0,0,8,0,0.0,0.0,0.1,5,29,0,0,0,24,24,24,0,0,0,15,2,,0,1,1,0,20,2,0,0,2,66.7,€18.00m,30.06.2028
Morgan GibbsWhite,eng ENG,AM,24-203,"Saturday August 17, 2024",0,2,0.1,0.1,0.1,0.1,6,63,63,63,6,6,1,1,14,2,0.1,0.1,0.1,6,63,0,1,2,46,46,46,0,0,0,34,4,25.0,2,3,2,1,62,8,3,2,1,20.0,€50.00m,30.06.2028
Danilo,br BRA,DM,23-110,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,1,1,2,1,0.0,0.0,0.0,0,3,0,0,0,3,3,3,0,0,0,0,0,33.3,2,0,1,0,3,0,1,0,0,,,
Ryan Yates,eng ENG,DM,26-270,"Saturday August 17, 2024",0,3,0.2,0.2,0.0,0.0,4,37,37,37,7,7,1,1,12,1,0.0,0.0,0.0,4,33,4,0,0,35,35,35,0,0,0,25,2,33.3,1,5,2,1,39,0,3,0,1,50.0,€12.00m,30.06.2028
Ibrahim Sangare,ci CIV,DM,26-259,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,54,54,54,5,5,0,0,12,0,0.0,0.0,0.0,1,53,1,0,0,38,38,38,0,0,0,7,2,,0,0,0,0,30,1,0,0,2,50.0,€24.00m,30.06.2028
Ola Aina,ng NGA,LB,27-314,"Saturday August 17, 2024",0,1,0.0,0.0,0.0,0.0,1,33,33,33,4,4,0,0,6,0,0.0,0.0,0.0,1,26,7,0,1,22,22,22,0,2,0,10,0,0.0,1,1,0,0,21,0,2,1,0,,€22.00m,30.06.2028
Harry Toffolo,eng ENG,LB,28-364,"Saturday August 17, 2024",0,1,0.0,0.0,0.0,0.0,0,30,30,30,1,1,0,0,6,0,0.0,0.0,0.0,1,19,11,0,3,22,22,22,0,3,0,20,2,,0,0,0,0,16,4,0,3,0,,,
Murillo,br BRA,CB,22-044,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,39,39,39,1,1,1,1,18,3,0.0,0.0,0.0,1,28,11,0,0,36,36,36,0,6,0,2,0,100.0,0,1,0,1,17,0,2,0,1,50.0,€55.00m,30.06.2029
Willy Boly,ci CIV,CB,33-196,"Saturday August 17, 2024",0,1,0.1,0.1,0.0,0.0,0,53,53,53,2,2,0,0,25,4,0.0,0.0,0.0,2,53,0,0,0,42,42,42,0,8,0,2,1,,0,0,1,0,39,0,1,0,4,100.0,€1.50m,30.06.2026
Neco Williams,wls WAL,RB,23-126,"Saturday August 17, 2024",0,1,0.0,0.0,0.2,0.2,2,40,40,40,2,2,2,2,12,1,0.2,0.2,0.1,0,32,8,0,2,31,31,31,0,3,0,16,2,66.7,1,0,0,0,23,5,2,2,2,100.0,€20.00m,30.06.2029
Matz Sels,be BEL,GK,32-173,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,48,48,48,0,0,0,0,12,15,0.0,0.0,0.0,3,41,6,0,0,36,36,36,1,0,0,0,0,,0,0,0,0,36,0,0,0,0,,€7.00m,30.06.2027
Antoine Semenyo,gh GHA,"LW,RW,FW",24-223,"Saturday August 17, 2024",1,5,0.4,0.4,0.0,0.0,2,33,33,33,1,1,1,1,5,4,0.0,0.0,0.0,1,33,0,0,3,22,22,22,0,0,0,32,5,33.3,2,2,2,3,37,10,0,3,0,0.0,€40.00m,30.06.2030
Luis Sinisterra,co COL,"FW,LW",25-061,"Saturday August 17, 2024",0,2,0.2,0.2,0.0,0.0,0,15,15,15,1,1,1,1,7,0,0.0,0.0,0.0,0,15,0,0,0,12,12,12,0,1,0,14,3,33.3,1,0,2,1,14,6,0,0,0,0.0,,
Justin Kluivert,nl NED,"LW,FW",25-104,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,1,14,14,14,5,5,1,1,3,2,0.0,0.0,0.0,0,12,2,0,3,11,11,11,0,0,0,11,3,50.0,1,0,0,0,12,6,2,3,0,,€35.00m,30.06.2028
Dango Ouattara,bf BFA,RW,22-188,"Saturday August 17, 2024",0,1,0.2,0.2,0.0,0.0,2,21,21,21,0,0,1,1,2,1,0.0,0.0,0.0,0,21,0,0,1,8,8,8,0,3,0,17,3,33.3,2,0,1,2,21,7,0,1,1,50.0,€28.00m,30.06.2030
Daniel Jebbison,ca CAN,FW,21-004,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,2,5,5,5,0,0,0,0,0,0,0.0,0.0,0.0,1,5,0,0,1,3,3,3,0,1,0,3,1,,0,0,1,1,8,1,0,1,0,0.0,,
Marcus Tavernier,eng ENG,"AM,DM",25-148,"Saturday August 17, 2024",0,5,0.4,0.4,0.2,0.2,6,49,49,49,13,13,0,0,15,5,0.2,0.2,0.1,7,41,6,0,5,35,35,35,2,2,0,28,4,0.0,2,5,0,2,35,9,0,5,1,25.0,€18.00m,30.06.2028
Lewis Cook,eng ENG,DM,27-196,"Saturday August 17, 2024",0,0,0.0,0.0,0.2,0.2,1,40,40,40,5,5,0,0,16,3,0.2,0.2,0.2,5,34,6,0,5,29,29,29,0,1,0,12,0,,0,0,0,1,23,0,2,5,1,100.0,€15.00m,30.06.2028
Philip Billing,dk DEN,AM,28-067,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,1,0,0.0,0.0,0.0,0,1,1,0,1,1,1,1,0,0,0,1,1,,0,0,0,2,3,1,0,1,1,50.0,€10.00m,30.06.2027
Alex Scott,eng ENG,DM,20-362,"Saturday August 17, 2024",0,0,0.0,0.0,0.1,0.1,2,21,21,21,6,6,0,0,8,1,0.1,0.1,0.0,3,20,1,0,0,19,19,19,0,2,0,9,0,0.0,1,0,1,2,21,3,1,0,0,0.0,€20.00m,30.06.2028
Ryan Christie,sct SCO,DM,29-177,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,1,26,26,26,2,2,1,1,10,1,0.0,0.0,0.0,3,24,2,0,2,18,18,18,0,1,0,6,1,50.0,1,2,1,0,17,2,1,2,0,,€10.00m,30.06.2027
Milos Kerkez,hu HUN,LB,20-284,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,4,56,56,56,8,8,0,0,13,5,0.0,0.0,0.0,3,48,7,0,3,46,46,46,1,2,0,14,1,,0,2,0,0,40,2,1,3,0,0.0,€45.00m,-
Dean Huijsen,es ESP,CB,19-125,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,1,68,68,68,4,4,0,0,36,4,0.0,0.0,0.0,1,67,1,0,0,56,56,56,0,6,0,2,0,,0,0,0,0,50,0,1,0,9,69.2,€60.00m,30.06.2030
Illia Zabarnyi,ua UKR,CB,21-351,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,1,57,57,57,2,2,0,0,17,9,0.0,0.0,0.0,5,53,4,0,0,45,45,45,0,6,0,1,0,0.0,0,1,0,0,43,0,0,0,2,33.3,€42.00m,30.06.2030
Adam Smith,eng ENG,RB,33-110,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,21,21,21,0,0,0,0,8,1,0.0,0.0,0.0,1,15,6,0,1,18,18,18,0,2,0,6,0,0.0,0,0,0,0,9,0,0,1,0,,€750k,30.06.2026
Julian Araujo,mx MEX,RB,23-004,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,1,23,23,23,2,2,0,0,9,2,0.0,0.0,0.0,3,19,4,0,0,17,17,17,0,1,0,4,0,,0,0,0,0,11,2,0,0,0,0.0,€10.00m,30.06.2029
Neto,br BRA,GK,35-029,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,34,34,34,0,0,0,0,16,1,0.0,0.0,0.0,0,25,8,0,0,23,23,23,1,1,1,0,0,,0,0,0,0,15,0,0,0,0,,,
Kai Havertz,de GER,"FW,LM",25-067,"Saturday August 17, 2024",1,5,0.4,0.4,0.1,0.1,3,18,18,18,5,5,1,1,2,1,0.1,0.1,0.0,1,18,0,0,0,14,14,14,0,2,0,20,9,33.3,2,2,2,0,29,11,2,0,3,37.5,€65.00m,30.06.2028
Gabriel Martinelli,br BRA,"LW,RW",23-060,"Saturday August 17, 2024",0,1,0.1,0.1,0.4,0.4,5,23,23,23,2,2,2,2,3,2,0.4,0.4,0.2,0,23,0,0,2,18,18,18,0,0,0,21,10,28.6,2,1,2,0,22,15,1,2,2,66.7,€55.00m,30.06.2027
Bukayo Saka,eng ENG,RW,22-347,"Saturday August 17, 2024",1,5,0.4,0.4,0.4,0.4,7,25,25,25,5,5,0,0,9,1,0.4,0.4,0.4,1,22,3,0,5,20,20,20,0,1,0,26,12,0.0,1,1,3,2,26,16,2,5,0,,€150.00m,30.06.2027
Leandro Trossard,be BEL,LW,29-257,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,2,0,0.0,0.0,0.0,0,2,2,0,1,3,3,3,0,0,0,2,0,0.0,1,0,0,0,2,0,0,1,1,100.0,€22.00m,30.06.2026
Declan Rice,eng ENG,LM,25-216,"Saturday August 17, 2024",0,1,0.1,0.1,0.1,0.1,5,31,31,31,8,8,0,0,12,2,0.1,0.1,0.1,3,25,6,0,5,26,26,26,0,2,0,18,3,,0,1,0,1,26,4,0,5,1,33.3,€120.00m,30.06.2028
Gabriel Jesus,br BRA,FW,27-136,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,4,0,0,0,4,4,4,0,0,0,4,0,,0,0,2,0,5,0,1,0,0,0.0,€32.00m,30.06.2027
Thomas Partey,gh GHA,CM,31-065,"Saturday August 17, 2024",0,1,0.1,0.1,0.1,0.1,5,37,37,37,6,6,0,0,20,0,0.1,0.1,0.1,1,35,2,0,0,33,33,33,0,3,0,8,0,,0,0,1,1,33,0,3,0,0,,€14.00m,30.06.2026
Martin Ødegaard,no NOR,RM,25-244,"Saturday August 17, 2024",0,1,0.0,0.0,0.1,0.1,4,34,34,34,8,8,3,3,16,1,0.1,0.1,0.1,5,31,3,0,1,29,29,29,0,0,0,23,3,60.0,2,0,0,3,27,1,0,1,0,,€85.00m,30.06.2028
Oleksandr Zinchenko,ua UKR,LB,27-246,"Saturday August 17, 2024",0,0,0.0,0.0,0.0,0.0,2,61,61,61,6,6,1,1,22,2,0.0,0.0,0.0,3,50,11,0,1,52,52,52,0,2,0,13,2,100.0,0,2,1,1,36,2,3,1,3,60.0,€20.00m,30.06.2026
Jurrien Timber,nl NED,LB,23-061,"Saturday August 17, 2024",0,1,0.0,0.0,0.0,0.0,0,10,10,10,0,0,2,2,2,2,0.0,0.0,0.0,0,7,3,0,0,9,9,9,0,0,1,7,2,66.7,1,0,0,1,4,1,0,0,2,100.0,€55.00m,30.06.2028
Gabriel Magalhaes,br BRA,CB,26-242,"Saturday August 17, 2024",0,1,0.1,0.1,0.0,0.0,1,66,66,66,3,3,0,0,34,6,0.0,0.0,0.0,2,65,1,0,0,54,54,54,0,3,0,4,1,,0,0,0,0,55,0,2,0,2,100.0,€75.00m,30.06.2029
